OrderDate,Region,Sales Channel,Order Priority,Item Type,Units Sold,Unit Price,Unit Cost,Country,Total Revenue,Total Cost,Total Profit
2023-06-05,Oceanía,Online,Baja,Laptop,385,887.71,47.75,Nueva Zelanda,341768.35000000003,18383.75,323384.60000000003
2023-02-27,América,Tienda,Alta,Laptop,261,236.08,806.11,México,61616.880000000005,210394.71,-148777.83
2020-06-05,Oceanía,Tienda,Media,Cámara,160,1046.31,681.67,Australia,167409.59999999998,109067.2,58342.39999999998
2021-07-05,Oceanía,Online,Media,Laptop,309,76.24,659.81,Nueva Zelanda,23558.16,203881.28999999998,-180323.12999999998
2020-12-17,Oceanía,Online,Alta,Cámara,81,1216.37,814.77,Nueva Zelanda,98525.96999999999,65996.37,32529.59999999999
2024-04-20,Asia,Online,Baja,Televisor,185,490.51,930.21,Japón,90744.34999999999,172088.85,-81344.50000000001
2020-07-13,Europa,Tienda,Media,Auriculares,213,219.96,407.84,Francia,46851.48,86869.92,-40018.439999999995
2021-08-26,Asia,Tienda,Baja,Auriculares,489,288.51,443.61,China,141081.38999999998,216925.29,-75843.90000000002
2021-12-13,América,Online,Baja,Teléfono,427,1446.54,975.88,Brasil,617672.58,416700.76,200971.81999999995
2021-06-08,Oceanía,Online,Baja,Tablet,342,1172.05,674.49,Nueva Zelanda,400841.1,230675.58000000002,170165.51999999996
2021-03-03,África,Online,Media,Laptop,359,394.91,855.81,Egipto,141772.69,307235.79,-165463.09999999998
2021-09-08,América,Tienda,Media,Televisor,167,1447.03,244.92,EE.UU.,241654.01,40901.64,200752.37
2021-03-12,Europa,Online,Baja,Televisor,418,253.17,337.56,Alemania,105825.06,141100.08,-35275.01999999999
2019-02-12,América,Tienda,Alta,Laptop,206,1113.61,409.86,Chile,229403.65999999997,84431.16,144972.49999999997
2023-05-29,Asia,Tienda,Alta,Televisor,336,1002.27,337.43,India,336762.72,113376.48,223386.24
2023-11-13,África,Tienda,Alta,Televisor,261,1241.14,887.72,Egipto,323937.54000000004,231694.92,92242.62000000002
2019-12-16,Asia,Online,Baja,Cámara,274,603.46,526.16,Corea del Sur,165348.04,144167.84,21180.20000000001
2023-04-17,Oceanía,Tienda,Alta,Laptop,388,632.66,955.04,Nueva Zelanda,245472.08,370555.51999999996,-125083.43999999997
2022-02-03,Oceanía,Tienda,Media,Teléfono,236,955.62,341.68,Australia,225526.32,80636.48,144889.84000000003
2024-08-10,América,Online,Alta,Televisor,243,627.4,66.13,Brasil,152458.19999999998,16069.589999999998,136388.61
2023-11-16,Oceanía,Online,Alta,Auriculares,220,109.96,163.92,Australia,24191.199999999997,36062.399999999994,-11871.199999999997
2020-08-06,Oceanía,Online,Baja,Smartwatch,365,1108.08,240.56,Australia,404449.19999999995,87804.4,316644.79999999993
2020-03-07,Europa,Tienda,Media,Auriculares,347,979.37,650.77,España,339841.39,225817.19,114024.20000000001
2024-04-16,Europa,Tienda,Media,Cámara,70,664.38,205.66,Italia,46506.6,14396.199999999999,32110.4
2024-10-01,Asia,Online,Alta,Cámara,395,489.1,400.05,China,193194.5,158019.75,35174.75
2022-09-10,Asia,Tienda,Baja,Smartwatch,431,515.05,801.53,Japón,221986.55,345459.43,-123472.88
2024-07-23,Europa,Online,Baja,Smartwatch,213,1124.49,151.02,Alemania,239516.37,32167.260000000002,207349.11
2022-04-04,América,Online,Alta,Auriculares,337,1107.28,108.07,Colombia,373153.36,36419.59,336733.77
2022-03-08,Europa,Tienda,Media,Laptop,287,1237.43,553.77,Italia,355142.41000000003,158931.99,196210.42000000004
2019-10-26,Asia,Tienda,Media,Smartwatch,226,1155.16,707.13,Singapur,261066.16000000003,159811.38,101254.78000000003
2024-04-23,África,Tienda,Media,Auriculares,269,1149.02,913.62,Marruecos,309086.38,245763.78,63322.600000000006
2021-02-27,Oceanía,Tienda,Baja,Tablet,279,415.07,672.12,Australia,115804.53,187521.48,-71716.95000000001
2021-04-29,África,Online,Alta,Televisor,249,197.34,947.79,Sudáfrica,49137.66,235999.71,-186862.05
2022-10-09,África,Online,Baja,Cámara,321,1154.54,267.19,Nigeria,370607.33999999997,85767.99,284839.35
2022-03-23,Oceanía,Tienda,Media,Teléfono,196,193.0,361.57,Australia,37828.0,70867.72,-33039.72
2024-05-03,Europa,Tienda,Baja,Smartwatch,30,1474.06,844.13,Italia,44221.799999999996,25323.9,18897.899999999994
2021-05-27,América,Tienda,Media,Auriculares,415,1318.88,816.72,México,547335.2000000001,338938.8,208396.40000000008
2022-02-12,África,Online,Alta,Laptop,303,823.52,674.94,Sudáfrica,249526.56,204506.82,45019.73999999999
2023-04-27,América,Online,Media,Cámara,400,560.67,520.84,Brasil,224267.99999999997,208336.0,15931.99999999997
2023-07-05,Asia,Tienda,Alta,Smartwatch,427,813.92,47.18,Corea del Sur,347543.83999999997,20145.86,327397.98
2024-03-18,África,Online,Baja,Teléfono,131,1114.74,302.03,Egipto,146030.94,39565.92999999999,106465.01000000001
2022-10-14,Asia,Online,Baja,Cámara,12,1146.68,183.59,India,13760.16,2203.08,11557.08
2019-05-25,Europa,Online,Baja,Laptop,460,156.82,79.64,Reino Unido,72137.2,36634.4,35502.799999999996
2022-04-17,África,Online,Media,Teléfono,395,1217.04,782.8,Egipto,480730.8,309206.0,171524.8
2024-02-05,Asia,Tienda,Alta,Teléfono,16,980.17,157.37,India,15682.72,2517.92,13164.8
2024-01-29,Asia,Tienda,Baja,Televisor,413,108.84,376.69,China,44950.92,155572.97,-110622.05
2024-02-10,Europa,Tienda,Baja,Smartwatch,117,504.08,978.13,España,58977.36,114441.21,-55463.850000000006
2022-01-03,América,Tienda,Alta,Smartwatch,149,790.43,426.88,Chile,117774.06999999999,63605.12,54168.94999999999
2022-02-25,América,Online,Media,Smartwatch,109,323.25,167.26,EE.UU.,35234.25,18231.34,17002.91
2023-10-01,África,Tienda,Baja,Teléfono,236,275.1,699.07,Marruecos,64923.600000000006,164980.52000000002,-100056.92000000001
2020-07-21,Europa,Tienda,Media,Tablet,490,70.71,815.64,Reino Unido,34647.899999999994,399663.6,-365015.69999999995
2023-12-19,África,Tienda,Media,Tablet,314,1371.75,300.78,Marruecos,430729.5,94444.92,336284.58
2020-06-14,América,Tienda,Media,Cámara,427,131.36,815.07,Ecuador,56090.72000000001,348034.89,-291944.17
2023-04-11,Europa,Tienda,Baja,Tablet,498,580.72,293.38,Alemania,289198.56,146103.24,143095.32
2020-11-11,Oceanía,Online,Baja,Cámara,5,348.37,702.32,Australia,1741.85,3511.6000000000004,-1769.7500000000005
2024-09-01,Europa,Tienda,Alta,Laptop,180,1124.5,151.06,Reino Unido,202410.0,27190.8,175219.2
2021-12-06,Europa,Online,Alta,Televisor,397,1075.42,444.99,Francia,426941.74000000005,176661.03,250280.71000000005
2020-12-29,Oceanía,Online,Media,Laptop,337,1219.02,534.88,Nueva Zelanda,410809.74,180254.56,230555.18
2023-09-26,Asia,Online,Baja,Smartwatch,396,944.37,733.53,Japón,373970.52,290477.88,83492.64000000001
2024-12-31,Asia,Online,Media,Smartwatch,465,907.9,660.53,Corea del Sur,422173.5,307146.45,115027.04999999999
2020-10-29,Asia,Online,Alta,Auriculares,1,640.31,857.74,Corea del Sur,640.31,857.74,-217.43000000000006
2023-06-01,América,Online,Media,Smartwatch,8,972.72,208.76,México,7781.76,1670.08,6111.68
2020-11-11,Europa,Tienda,Media,Tablet,144,217.05,671.41,Reino Unido,31255.2,96683.04,-65427.84
2021-08-30,Oceanía,Online,Baja,Televisor,143,1042.54,153.92,Australia,149083.22,22010.559999999998,127072.66
2024-11-02,América,Tienda,Media,Tablet,275,200.65,493.74,EE.UU.,55178.75,135778.5,-80599.75
2021-04-06,Oceanía,Online,Media,Televisor,153,1299.52,538.82,Nueva Zelanda,198826.56,82439.46,116387.09999999999
2019-10-24,América,Online,Baja,Laptop,287,783.24,56.45,Colombia,224789.88,16201.150000000001,208588.73
2022-06-07,América,Online,Baja,Smartwatch,490,819.02,98.25,Argentina,401319.8,48142.5,353177.3
2024-11-22,América,Tienda,Alta,Laptop,130,898.04,844.09,EE.UU.,116745.2,109731.7,7013.5
2023-09-25,Oceanía,Online,Baja,Tablet,121,1175.28,308.18,Nueva Zelanda,142208.88,37289.78,104919.1
2024-07-17,África,Online,Media,Teléfono,59,743.78,365.76,Nigeria,43883.02,21579.84,22303.179999999997
2019-11-26,América,Tienda,Alta,Televisor,217,670.0,651.19,Chile,145390.0,141308.23,4081.7699999999895
2022-03-01,Asia,Online,Alta,Smartwatch,31,468.08,244.09,India,14510.48,7566.79,6943.69
2024-03-05,Europa,Online,Alta,Auriculares,452,235.66,217.08,Italia,106518.31999999999,98120.16,8398.159999999989
2020-01-17,África,Online,Alta,Cámara,452,326.0,438.89,Egipto,147352.0,198378.28,-51026.28
2024-12-25,África,Tienda,Media,Teléfono,244,50.77,87.23,Sudáfrica,12387.880000000001,21284.120000000003,-8896.240000000002
2021-04-22,Oceanía,Online,Media,Laptop,140,1310.66,919.46,Nueva Zelanda,183492.40000000002,128724.40000000001,54768.000000000015
2020-01-31,África,Online,Media,Televisor,401,1159.19,941.91,Egipto,464835.19,377705.91,87129.28000000003
2020-03-25,Oceanía,Tienda,Media,Teléfono,213,367.09,464.75,Australia,78190.17,98991.75,-20801.58
2022-09-16,Oceanía,Tienda,Alta,Cámara,29,53.47,232.96,Nueva Zelanda,1550.6299999999999,6755.84,-5205.21
2024-06-09,Asia,Online,Media,Auriculares,470,763.57,486.46,Japón,358877.9,228636.19999999998,130241.70000000004
2022-08-01,América,Online,Alta,Teléfono,164,648.23,126.94,Argentina,106309.72,20818.16,85491.56
2022-07-21,África,Online,Baja,Auriculares,104,1175.21,415.86,Nigeria,122221.84,43249.44,78972.4
2024-08-29,América,Online,Media,Laptop,464,634.2,101.46,Argentina,294268.80000000005,47077.439999999995,247191.36000000004
2022-07-17,América,Tienda,Baja,Televisor,63,1302.96,714.98,Argentina,82086.48,45043.74,37042.74
2024-01-24,América,Tienda,Baja,Laptop,15,188.97,297.44,Chile,2834.55,4461.6,-1627.0500000000002
2019-07-05,Oceanía,Tienda,Media,Televisor,286,580.49,535.04,Australia,166020.14,153021.44,12998.700000000012
2022-05-18,América,Online,Alta,Teléfono,494,1404.21,43.13,Ecuador,693679.74,21306.22,672373.52
2022-12-08,África,Tienda,Baja,Laptop,179,67.01,538.9,Egipto,11994.79,96463.09999999999,-84468.31
2019-09-10,Oceanía,Tienda,Media,Televisor,11,616.64,33.17,Nueva Zelanda,6783.04,364.87,6418.17
2019-01-19,África,Online,Baja,Smartwatch,441,426.57,927.44,Nigeria,188117.37,409001.04000000004,-220883.67000000004
2022-03-05,Oceanía,Online,Baja,Auriculares,13,821.2,516.12,Nueva Zelanda,10675.6,6709.56,3966.04
2019-08-11,Europa,Online,Media,Televisor,215,454.21,127.06,Francia,97655.15,27317.9,70337.25
2019-01-03,Europa,Online,Baja,Smartwatch,488,1311.37,360.82,Italia,639948.5599999999,176080.16,463868.3999999999
2022-06-13,Europa,Online,Alta,Laptop,311,1408.85,74.69,Francia,438152.35,23228.59,414923.75999999995
2021-05-03,Europa,Online,Alta,Laptop,489,1281.24,544.97,Reino Unido,626526.36,266490.33,360036.02999999997
2023-01-28,Oceanía,Tienda,Baja,Teléfono,226,627.92,148.67,Nueva Zelanda,141909.91999999998,33599.42,108310.49999999999
2019-08-16,América,Online,Baja,Auriculares,63,1485.4,488.91,Colombia,93580.20000000001,30801.33,62778.87000000001
2023-08-05,Asia,Online,Media,Televisor,255,1115.8,326.34,Singapur,284529.0,83216.7,201312.3
2020-05-13,Asia,Tienda,Alta,Laptop,468,565.63,768.74,Singapur,264714.84,359770.32,-95055.47999999998
2024-02-29,Europa,Tienda,Baja,Televisor,130,185.85,497.79,Francia,24160.5,64712.700000000004,-40552.200000000004
2024-07-08,América,Tienda,Alta,Tablet,456,1017.22,852.74,México,463852.32,388849.44,75002.88
2022-03-08,África,Tienda,Baja,Auriculares,466,1106.42,943.11,Nigeria,515591.72000000003,439489.26,76102.46000000002
2022-07-23,América,Tienda,Media,Auriculares,440,227.57,970.44,Argentina,100130.8,426993.60000000003,-326862.80000000005
2021-12-12,África,Online,Media,Smartwatch,263,847.12,282.39,Egipto,222792.56,74268.56999999999,148523.99
2020-12-15,Asia,Online,Alta,Tablet,171,1481.28,774.54,Japón,253298.88,132446.34,120852.54000000001
2021-08-05,América,Tienda,Alta,Auriculares,415,523.05,454.97,EE.UU.,217065.74999999997,188812.55000000002,28253.199999999953
2021-05-19,América,Tienda,Baja,Tablet,445,487.75,443.39,Brasil,217048.75,197308.55,19740.20000000001
2021-12-06,Asia,Tienda,Baja,Televisor,406,1359.79,872.18,Singapur,552074.74,354105.07999999996,197969.66000000003
2019-04-04,América,Tienda,Baja,Cámara,190,220.25,171.3,Argentina,41847.5,32547.000000000004,9300.499999999996
2020-07-13,África,Online,Alta,Tablet,284,1403.61,493.48,Marruecos,398625.24,140148.32,258476.91999999998
2023-11-11,América,Tienda,Media,Teléfono,25,1180.26,605.1,EE.UU.,29506.5,15127.5,14379.0
2020-03-11,África,Tienda,Media,Smartwatch,449,616.72,94.14,Marruecos,276907.28,42268.86,234638.42000000004
2021-05-01,Europa,Online,Alta,Tablet,160,171.14,868.58,Italia,27382.399999999998,138972.80000000002,-111590.40000000002
2019-07-24,América,Online,Media,Televisor,217,77.8,334.91,Ecuador,16882.6,72675.47,-55792.87
2022-01-04,África,Online,Alta,Auriculares,176,594.96,667.12,Nigeria,104712.96,117413.12,-12700.159999999989
2019-03-18,Asia,Tienda,Baja,Teléfono,336,1072.76,930.24,India,360447.36,312560.64,47886.71999999997
2021-03-26,Europa,Tienda,Alta,Tablet,221,756.92,728.16,Francia,167279.31999999998,160923.36,6355.959999999992
2021-02-06,América,Online,Media,Smartwatch,490,1121.05,889.43,México,549314.5,435820.69999999995,113493.80000000005
2019-04-16,África,Tienda,Alta,Smartwatch,280,1022.33,97.46,Nigeria,286252.4,27288.8,258963.60000000003
2024-11-05,América,Tienda,Alta,Televisor,81,880.72,507.95,México,71338.32,41143.95,30194.37000000001
2023-10-13,África,Online,Alta,Teléfono,125,1452.87,577.89,Sudáfrica,181608.75,72236.25,109372.5
2023-01-05,América,Online,Alta,Teléfono,170,1106.16,698.37,México,188047.2,118722.9,69324.30000000002
2019-09-02,Europa,Online,Media,Teléfono,70,1376.19,143.35,España,96333.3,10034.5,86298.8
2022-11-06,Europa,Tienda,Baja,Tablet,78,401.13,667.09,Alemania,31288.14,52033.020000000004,-20744.880000000005
2021-09-08,América,Online,Media,Televisor,90,1084.78,171.61,Ecuador,97630.2,15444.900000000001,82185.29999999999
2023-10-03,América,Tienda,Media,Televisor,380,916.81,95.58,México,348387.8,36320.4,312067.39999999997
2019-05-22,Oceanía,Tienda,Baja,Televisor,348,1390.23,485.24,Australia,483800.04,168863.52,314936.52
2021-06-11,América,Tienda,Media,Cámara,111,790.16,612.36,México,87707.76,67971.96,19735.79999999999
2022-10-23,América,Online,Baja,Laptop,164,455.48,959.37,Chile,74698.72,157336.68,-82637.95999999999
2020-06-28,Europa,Online,Baja,Auriculares,415,608.02,707.67,España,252328.3,293683.05,-41354.75
2023-01-09,América,Online,Alta,Televisor,128,367.3,603.65,Chile,47014.4,77267.2,-30252.799999999996
2021-02-01,Asia,Tienda,Media,Laptop,155,368.96,238.13,China,57188.799999999996,36910.15,20278.649999999994
2020-09-15,América,Online,Baja,Laptop,194,732.11,177.48,Brasil,142029.34,34431.119999999995,107598.22
2020-10-17,Oceanía,Online,Media,Teléfono,467,1344.22,619.06,Nueva Zelanda,627750.74,289101.01999999996,338649.72000000003
2022-06-01,África,Tienda,Media,Auriculares,476,328.21,246.26,Marruecos,156227.96,117219.76,39008.2
2019-02-12,Europa,Tienda,Baja,Teléfono,173,467.41,715.41,Francia,80861.93000000001,123765.93,-42903.999999999985
2021-10-23,Asia,Online,Alta,Auriculares,300,1286.83,141.04,China,386049.0,42312.0,343737.0
2023-07-19,África,Online,Baja,Cámara,313,541.92,359.45,Marruecos,169620.96,112507.84999999999,57113.11
2022-07-15,Asia,Tienda,Alta,Teléfono,21,1445.5,779.89,Corea del Sur,30355.5,16377.69,13977.81
2020-08-18,Europa,Tienda,Baja,Smartwatch,311,439.93,836.11,Reino Unido,136818.23,260030.21,-123211.97999999998
2021-10-09,Oceanía,Tienda,Baja,Tablet,109,691.11,364.88,Australia,75330.99,39771.92,35559.07000000001
2024-10-11,Europa,Online,Alta,Auriculares,399,188.63,230.52,Alemania,75263.37,91977.48000000001,-16714.110000000015
2021-08-15,Asia,Online,Alta,Smartwatch,418,1488.65,959.45,Corea del Sur,622255.7000000001,401050.10000000003,221205.60000000003
2020-07-14,Asia,Tienda,Media,Laptop,360,1340.71,768.24,Corea del Sur,482655.60000000003,276566.4,206089.2
2022-08-23,Europa,Online,Baja,Laptop,387,1235.47,812.85,Italia,478126.89,314572.95,163553.94
2022-08-05,América,Online,Media,Auriculares,129,278.15,246.07,EE.UU.,35881.35,31743.03,4138.32
2023-12-27,Europa,Online,Media,Teléfono,280,1455.57,441.71,Italia,407559.6,123678.79999999999,283880.8
2023-03-31,Oceanía,Tienda,Alta,Cámara,427,1397.27,96.16,Nueva Zelanda,596634.29,41060.32,555573.9700000001
2021-04-29,Europa,Online,Alta,Tablet,27,681.72,136.12,Reino Unido,18406.440000000002,3675.2400000000002,14731.200000000003
2022-07-02,África,Tienda,Media,Tablet,393,1038.37,244.33,Sudáfrica,408079.41,96021.69,312057.72
2023-03-14,América,Online,Alta,Televisor,344,1489.06,324.14,Colombia,512236.63999999996,111504.15999999999,400732.48
2023-12-20,África,Tienda,Baja,Auriculares,401,644.13,997.27,Sudáfrica,258296.13,399905.27,-141609.14
2023-10-08,Europa,Tienda,Alta,Tablet,92,213.92,439.43,Reino Unido,19680.64,40427.56,-20746.92
2020-08-28,América,Online,Alta,Teléfono,295,1308.28,706.94,Chile,385942.6,208547.30000000002,177395.29999999996
2023-01-26,África,Online,Baja,Teléfono,55,740.9,907.31,Egipto,40749.5,49902.049999999996,-9152.549999999996
2022-07-18,África,Tienda,Alta,Laptop,196,1481.11,268.68,Sudáfrica,290297.56,52661.28,237636.28
2021-01-15,América,Tienda,Media,Tablet,381,848.79,170.38,Brasil,323388.99,64914.78,258474.21
2020-07-11,América,Online,Media,Tablet,221,92.74,265.96,México,20495.539999999997,58777.159999999996,-38281.619999999995
2024-10-12,Asia,Tienda,Media,Teléfono,301,763.0,885.95,China,229663.0,266670.95,-37007.95000000001
2021-07-30,América,Tienda,Alta,Laptop,156,1091.19,675.72,México,170225.64,105412.32,64813.32000000001
2022-06-23,Europa,Online,Alta,Tablet,440,87.74,467.8,Francia,38605.6,205832.0,-167226.4
2021-07-28,Oceanía,Online,Alta,Cámara,101,649.5,825.67,Australia,65599.5,83392.67,-17793.17
2023-05-30,Asia,Online,Media,Cámara,413,275.56,259.62,Corea del Sur,113806.28,107223.06,6583.220000000001
2023-09-22,América,Online,Alta,Teléfono,236,982.49,262.0,Ecuador,231867.64,61832.0,170035.64
2021-09-11,Oceanía,Tienda,Baja,Laptop,285,1438.15,580.2,Australia,409872.75,165357.0,244515.75
2023-05-07,Asia,Online,Alta,Laptop,69,955.65,796.36,Singapur,65939.84999999999,54948.840000000004,10991.009999999987
2022-08-29,Europa,Online,Media,Teléfono,267,1057.57,281.77,España,282371.19,75232.59,207138.6
2024-02-18,Oceanía,Online,Baja,Laptop,386,625.02,233.73,Australia,241257.72,90219.78,151037.94
2020-10-23,América,Online,Baja,Smartwatch,452,866.55,489.76,EE.UU.,391680.6,221371.52,170309.08
2019-02-02,América,Tienda,Media,Smartwatch,138,838.59,160.18,Argentina,115725.42,22104.84,93620.58
2023-12-22,Europa,Tienda,Baja,Laptop,248,1151.43,755.38,Francia,285554.64,187334.24,98220.40000000002
2024-10-21,Asia,Online,Baja,Televisor,103,1292.52,590.01,India,133129.56,60771.03,72358.53
2024-03-04,Oceanía,Online,Baja,Laptop,108,1011.18,527.16,Nueva Zelanda,109207.43999999999,56933.28,52274.15999999999
2022-03-02,Europa,Online,Baja,Cámara,200,1470.72,876.1,España,294144.0,175220.0,118924.0
2019-03-02,Asia,Online,Baja,Tablet,375,1251.02,740.58,China,469132.5,277717.5,191415.0
2023-03-24,África,Tienda,Alta,Laptop,215,230.74,174.79,Nigeria,49609.1,37579.85,12029.25
2019-09-29,África,Tienda,Media,Tablet,155,785.84,437.82,Sudáfrica,121805.20000000001,67862.1,53943.100000000006
2022-04-14,Asia,Tienda,Media,Teléfono,87,1359.69,341.63,Singapur,118293.03,29721.81,88571.22
2023-12-12,América,Tienda,Alta,Laptop,368,1418.71,808.01,Argentina,522085.28,297347.68,224737.60000000003
2022-02-28,América,Online,Alta,Teléfono,482,601.3,727.47,Chile,289826.6,350640.54000000004,-60813.94000000006
2022-01-30,África,Tienda,Media,Auriculares,419,1102.27,487.85,Nigeria,461851.13,204409.15000000002,257441.97999999998
2019-11-06,América,Tienda,Media,Cámara,209,645.29,828.94,EE.UU.,134865.61,173248.46000000002,-38382.850000000035
2022-08-08,América,Online,Alta,Smartwatch,495,229.31,427.77,Chile,113508.45,211746.15,-98237.7
2023-10-12,Asia,Tienda,Alta,Laptop,178,1332.69,809.45,India,237218.82,144082.1,93136.72
2019-12-04,Asia,Tienda,Baja,Teléfono,74,1401.33,61.11,Corea del Sur,103698.42,4522.14,99176.28
2019-01-10,América,Tienda,Alta,Auriculares,258,781.89,160.58,Ecuador,201727.62,41429.64000000001,160297.97999999998
2019-02-18,Asia,Online,Alta,Tablet,273,76.55,763.3,Japón,20898.149999999998,208380.9,-187482.75
2023-02-19,Oceanía,Online,Baja,Tablet,351,1233.25,140.96,Nueva Zelanda,432870.75,49476.96000000001,383393.79
2022-09-06,África,Online,Baja,Smartwatch,336,741.59,693.25,Egipto,249174.24000000002,232932.0,16242.24000000002
2020-12-31,Oceanía,Online,Media,Smartwatch,24,158.79,731.87,Nueva Zelanda,3810.96,17564.88,-13753.920000000002
2021-03-05,Oceanía,Tienda,Media,Cámara,313,324.62,672.33,Australia,101606.06,210439.29,-108833.23000000001
2023-07-07,América,Tienda,Alta,Cámara,71,270.57,823.69,Brasil,19210.47,58481.990000000005,-39271.520000000004
2019-05-13,América,Online,Baja,Tablet,83,1045.1,526.27,Brasil,86743.29999999999,43680.409999999996,43062.88999999999
2024-10-31,Oceanía,Online,Baja,Tablet,400,484.14,900.13,Nueva Zelanda,193656.0,360052.0,-166396.0
2024-10-05,Oceanía,Online,Media,Tablet,353,235.15,582.41,Nueva Zelanda,83007.95,205590.72999999998,-122582.77999999998
2020-01-11,Europa,Tienda,Media,Televisor,292,1380.59,522.64,Italia,403132.27999999997,152610.88,250521.39999999997
2019-09-28,Europa,Tienda,Alta,Cámara,301,1436.97,524.11,Alemania,432527.97000000003,157757.11000000002,274770.86
2023-02-15,África,Online,Baja,Smartwatch,10,250.94,914.72,Nigeria,2509.4,9147.2,-6637.800000000001
2024-11-28,Oceanía,Online,Media,Teléfono,319,383.84,266.39,Australia,122444.95999999999,84978.40999999999,37466.55
2019-03-17,Asia,Online,Alta,Auriculares,43,908.58,704.18,Japón,39068.94,30279.739999999998,8789.200000000004
2024-05-10,Europa,Online,Alta,Auriculares,51,268.24,265.34,Reino Unido,13680.24,13532.339999999998,147.90000000000146
2023-07-25,América,Online,Alta,Laptop,207,279.96,119.41,EE.UU.,57951.719999999994,24717.87,33233.84999999999
2019-11-25,Oceanía,Online,Media,Teléfono,107,538.04,955.13,Australia,57570.28,102198.91,-44628.630000000005
2024-12-09,Asia,Online,Media,Smartwatch,259,1426.3,155.83,China,369411.7,40359.97,329051.73
2019-02-10,Asia,Online,Media,Televisor,194,1445.54,695.61,India,280434.76,134948.34,145486.42
2022-04-05,Asia,Tienda,Media,Televisor,235,1270.59,441.82,Singapur,298588.64999999997,103827.7,194760.94999999995
2024-08-18,América,Online,Media,Teléfono,490,1058.78,841.99,Colombia,518802.2,412575.1,106227.10000000003
2019-01-13,Europa,Tienda,Baja,Tablet,163,1094.98,780.01,España,178481.74,127141.63,51340.109999999986
2021-07-12,Asia,Online,Baja,Tablet,475,730.88,169.46,China,347168.0,80493.5,266674.5
2024-01-17,Europa,Tienda,Baja,Teléfono,69,818.72,483.78,Francia,56491.68,33380.82,23110.86
2022-05-17,África,Online,Baja,Smartwatch,335,969.96,56.71,Sudáfrica,324936.60000000003,18997.85,305938.75000000006
2022-04-29,América,Online,Alta,Auriculares,292,1110.37,446.64,México,324228.04,130418.87999999999,193809.15999999997
2020-10-14,Europa,Tienda,Alta,Tablet,305,190.43,709.21,España,58081.15,216309.05000000002,-158227.90000000002
2023-08-31,Europa,Online,Baja,Laptop,481,376.09,255.19,Alemania,180899.28999999998,122746.39,58152.89999999998
2020-09-12,Asia,Tienda,Media,Smartwatch,257,1446.27,815.73,India,371691.39,209642.61000000002,162048.78
2024-05-16,Asia,Tienda,Baja,Smartwatch,460,535.96,81.57,India,246541.6,37522.2,209019.40000000002
2023-07-04,América,Tienda,Baja,Televisor,426,439.29,63.53,Argentina,187137.54,27063.78,160073.76
2020-02-21,Europa,Online,Alta,Cámara,425,661.77,56.63,Italia,281252.25,24067.75,257184.5
2020-10-25,Oceanía,Tienda,Media,Tablet,329,471.84,301.63,Nueva Zelanda,155235.36,99236.27,55999.08999999998
2023-11-14,Asia,Online,Alta,Auriculares,185,182.21,483.09,Japón,33708.85,89371.65,-55662.799999999996
2022-10-11,Asia,Tienda,Media,Smartwatch,255,351.54,134.22,Corea del Sur,89642.70000000001,34226.1,55416.60000000001
2019-05-28,África,Online,Alta,Tablet,116,978.23,996.84,Nigeria,113474.68000000001,115633.44,-2158.7599999999948
2024-08-07,América,Tienda,Baja,Tablet,404,373.61,999.57,Brasil,150938.44,403826.28,-252887.84000000003
2022-10-20,Europa,Tienda,Media,Televisor,478,989.12,534.21,España,472799.36,255352.38,217446.97999999998
2023-09-22,Europa,Online,Alta,Laptop,14,195.12,580.97,Francia,2731.6800000000003,8133.58,-5401.9
2020-02-06,Europa,Online,Baja,Smartwatch,378,110.72,929.0,España,41852.159999999996,351162.0,-309309.84
2023-02-24,Asia,Online,Alta,Cámara,215,1299.27,776.7,Corea del Sur,279343.05,166990.5,112352.54999999999
2024-07-24,América,Online,Alta,Laptop,93,1152.04,192.91,Chile,107139.72,17940.63,89199.09
2019-08-17,Europa,Online,Alta,Auriculares,499,1015.74,798.71,España,506854.26,398556.29000000004,108297.96999999997
2023-05-18,Oceanía,Online,Baja,Cámara,234,94.8,254.01,Australia,22183.2,59438.34,-37255.14
2019-09-25,África,Online,Media,Teléfono,483,397.06,447.34,Sudáfrica,191779.98,216065.22,-24285.23999999999
2022-11-29,África,Online,Alta,Teléfono,180,1227.86,546.53,Egipto,221014.8,98375.4,122639.4
2023-12-22,Europa,Online,Baja,Cámara,475,259.77,725.49,Francia,123390.74999999999,344607.75,-221217.0
2021-10-31,Asia,Tienda,Alta,Teléfono,54,1228.64,175.65,Corea del Sur,66346.56000000001,9485.1,56861.460000000014
2022-09-05,África,Tienda,Media,Auriculares,305,897.14,103.88,Nigeria,273627.7,31683.399999999998,241944.30000000002
2019-05-06,África,Tienda,Alta,Smartwatch,475,1123.53,870.14,Sudáfrica,533676.75,413316.5,120360.25
2023-09-22,África,Tienda,Baja,Tablet,30,984.54,831.99,Egipto,29536.199999999997,24959.7,4576.499999999996
2022-01-17,África,Online,Alta,Laptop,387,654.63,537.57,Nigeria,253341.81,208039.59000000003,45302.21999999997
2022-10-07,Europa,Tienda,Alta,Laptop,12,473.37,672.49,Francia,5680.4400000000005,8069.88,-2389.4399999999996
2020-11-19,América,Tienda,Media,Tablet,111,1025.46,727.72,Chile,113826.06,80776.92,33049.14
